sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels,base_label,small_label,swatch_label,thumbnail_label
NLQ154M-54,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Faith 54"" Traditional Single Sink Bathroom Vanity","
The simple & sleek Faith bath vanity is in a class by itself. Will it complement today's modern bathroom decors, the answer is definitely yes.

This cabinet is built with solid durable wood and with birch wood veneer finish. Nature cream marble counter, biscuit under mount porcelain basin, P-trap drainage cap all inclusive in price.

All three front drawers are functional, side compartment with half shells provide ample storage space for towels.
Features Include:
Cream marble counter top.
Biscuit under mount porcelain basin.
Solid wood frame and side walls made from veneer.
Countertop has 3 predrilled holes for 8"" spread 3 holes faucet.
Fully assemble.
Pop-up included.
North American standard fits all connections.
One-year warranty.",,,1,Taxable Goods,"Catalog, Search",995.00,,,,"faith-54""-traditional-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLQ154M-54;specifications=Specifications
Vanity Dimensions:
Width: 54.00""
Height: 35.25""
Depth: 22.25""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLQ154M-54_1.jpg;NLQ154M-54_2.jpg,,,,,,,,,,,,,,,,
NLBWV-015-36,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Singapore 36"" Single Sink Bathroom Vanity","
This vessel stand basks in elegance, luxury, and style. Indulge yourself in its brilliant functionality and timeless beauty, and bring the glamorous life to your bathroom.
Features Include:
White marble countertop.
Drawers with full extension drawer glides.
Vessel sink.
Beveled mirror veneer with silver trim.
Two functional small side drawers.
Optional: mirror.
Simple assembly required.
North American standard fits all connections. 
FWM-015-2940 Optional matching mirror Size: 29 x 40""",,,1,Taxable Goods,"Catalog, Search",744.00,,,,"singapore-36""-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLBWV-015-36;specifications=Specifications
Vanity Dimensions:
Width: 36.00""
Height: 31.00""
Depth: 22.00""
Mirror Dimensions:
Width: 29.00""
Height: 40.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLBWV-015-36_1.jpg;NLBWV-015-36_2.jpg;NLBWV-015-36_3.jpg;NLBWV-015-36_4.jpg,,,,,,,,,,,,,,,,
NLCF-4437B-50,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Antique 50"" Single Sink Bathroom Vanity","
This 50"" single sink vanity will be centerpiece of a master bath. The strong, classic design commands attention and speaks volumes about elegant taste. The exceptional detailing and solid granite countertop are hand made.

Please note: Faucet not included.
Features Include:
Constructed of wood and wood veneer.
Natural granite countertop
White undermount basin.
Two front doors with ample storage space, half shelves.
All side drawers are functional.
Optional: mirror.
Countertop has 3 predrilled holes for 8"" spread ",,,1,Taxable Goods,"Catalog, Search","1,495.00",,,,"antique-50""-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLCF-4437B-50;specifications=Specifications
Vanity Dimensions:
Width: 50.00""
Height: 36.00""
Depth: 22.00""
Mirror Dimensions:
Width: 40.00""
Height: 42.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLCF-4437B-50_1.jpg;NLCF-4437B-50_2.jpg,,,,,,,,,,,,,,,,
NLH003R,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Traditional 24"" Single Sink Bathroom Vanity","
This vanity is part of our Euro contemporary Group. Black galaxy counter top, dark brown finish, geometric shapes bring detailing and make all to admire. Two large functional drawers with ample storage space. You will find this incredible piece loaded with detailed workmanship and designs. Refine your bathroom with this beauty would enhance the whole house.

Please note: Faucet not included.
Features Include:
Fully assembled
Dark brown finish
Black Granite counter top
Bisque under mounted porcelain basin
Optional back splash available
Dark brown finish",,,1,Taxable Goods,"Catalog, Search",699.00,,,,"traditional-24""-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLH003R;specifications=Specifications
Dimensions:
Width: 24.00""
Height: 35.00""
Depth: 21.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLH003R_1.jpg,,,,,,,,,,,,,,,,
NLHF2263W,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Traditional 33"" Single Sink Bathroom Vanity","
The beautiful Hand painted Camarin bathroom sink vanity decorated with hand painted floral design. It plays attention to all small details to the finest. Quietly, the soft beige finish provides beauty and luxury appearance greatly enhances your bathrooms. This quality piece is a great bargain master craftsman selection.

Please note: Faucet not included.
Features Include:
Floral design.
Imperial white marble countertop.
White undermount porcelain sink.
Soft beige finish
Two front doors for storage space.
Countertop has 3 predrilled holes for 8"" spread 3 holes faucet.",,,1,Taxable Goods,"Catalog, Search",744.00,,,,"traditional-33""-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLHF2263W;specifications=Specifications
Vanity Dimensions:
Width: 32.50""
Height: 34.50""
Depth: 20.25""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLHF2263W_1.jpg;NLHF2263W_2.jpg;NLHF2263W_3.jpg,,,,,,,,,,,,,,,,
NLHF0534GT,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Traditional 32"" Single Sink Bathroom Vanity","
This lovely mirrored bath piece reflects a taste for modern elegance. Antique look trim adds vintage flair. The beautiful vanity cabinet features a black galaxy countertop and a white porcelain sink. The countertop is made of the highest quality that will resist prolonged exposure to humid conditions.

Please note: Faucet not included.
Features Include:
Modern design.
Clear beveled mirrors on cabinet.
Black Galaxy countertop.
White porcelain sink.
Two functional drawers.
Countertop has 3 predrilled holes for 8"" spread 3 holes faucet.",,,1,Taxable Goods,"Catalog, Search",899.00,,,,"traditional-32""-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLHF0534GT;specifications=Specifications
Vanity Dimensions:
Width: 32.00""
Height: 36.50""
Depth: 21.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLHF0534GT_1.jpg,,,,,,,,,,,,,,,,
NLQ110501GF,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Traditional 48"" Single Sink Bathroom Vanity","
This stunning bathroom vanity sink will add style and grace to a bathroom decor. Features a granite countertop and constructed of solid sturdy wood and pattern veneer door paneling. The vanity is a signature of master craftsmanship.
Features Include:
Two doors.
Granite countertop.
Bisque undermount porcelain basin.
Countertop has predrilled holes for faucet.",,,1,Taxable Goods,"Catalog, Search",956.00,,,,"traditional-48""-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLQ110501GF;specifications=Specifications
Vanity Dimensions:
Width: 48.00""
Height: 36.00""
Depth: 21.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLQ110501GF_1.jpg,,,,,,,,,,,,,,,,
NLQ030-CM,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Galvez 24"" Antique Single Sink Bathroom Vanity","
Galvez sink vanity is corner unit specially designed for a smaller bathroom. This piece is carefully handcrafted of sturdy wood and finished in a lite walnut color. Its striking appearance will bring delight to any bathroom furnishing.
Lite Cream color marble counter top is made of the highest quality that will resist prolonged exposure to humid conditions and long life durability. Biscuit color under mount porcelain sink.

Please note: Faucet not included.
Features Include:
Lite Cream color marble counter top
Biscuit under-mounted porcelain sink.
Lite walnut color finish.
Solid wood frame and side walls made from veneer.
Countertop has 3 predrilled holes for 8"" spread 3 holes faucet.
North American standard fits all connections.
One-year warranty.",,,1,Taxable Goods,"Catalog, Search",699.00,,,,"galvez-24""-antique-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLQ030-CM;specifications=Specifications
Vanity Dimensions:
Width: 24.00""
Height: 34.00""
Depth: 24.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLQ030-CM_1.jpg;NLQ030-CM_2.jpg,,,,,,,,,,,,,,,,
NLCF-47530,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Traditional 60"" Double Sink Bathroom Vanity","
The look of this cottage style sink vanity cabinet is sophisticated and features black galaxy countertop and clean lines that will create a relaxing retreat in any bathroom.

Please note: Faucet not included.
Features Include:
Black galaxy granite countertop.
Finish: white.
Two undermount white porcelain sinks.
Large storage compartment.
Back panel pre cut for easy plumbing access.
Countertop has predrilled holes for two 8"" spread 3 holes faucets.",,,1,Taxable Goods,"Catalog, Search","1,259.00",,,,"traditional-60""-double-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLCF-47530;specifications=Specifications
Vanity Dimensions:
Width: 60.25""
Height: 37.00""
Depth: 21.25""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLCF-47530_1.jpg,,,,,,,,,,,,,,,,
NL-CF-47516W,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Keegan 31"" Antique Single Sink Bathroom Vanity","
Exquisite workmanship and timeless design are the hallmarks of the Keegan Sink Vanity. Two spacious functional drawers offer storage space for towels and other essentials. Top drawer has a U-shape cut out for easy plumbing access. Counter top is Crystal White Marble with an under mount white ceramic sink. This vanity will give your bathroom an upscale of beauty and luxury appearance.Please Note: Faucet is Not Included

Features:
Fully assembled
Crystal White marble counter top
White under mount porcelain sink
Countertop is pre-drilled for an 8"" wide-spread faucet
Faucet is not included",,,1,Taxable Goods,"Catalog, Search",679.00,,,,"keegan-31""-antique-single-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-CF-47516W;specifications=Specifications
Vanity Dimensions:
Width: 31.00""
Height: 34.00""
Depth: 21.50""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-CF-47516W_1.jpg;NL-CF-47516W_2.jpg,,,,,,,,,,,,,,,,
NLCF-3882W-AW-64,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Beckham 64"" Antique Double Sink Bathroom Vanity","
The amazing antique white finish Beckham double vanity will give your bathroom a striking upscale appearance. This piece is carefully handcrafted of sturdy wood. A smooth, hand painted multiple coating finish glorify the texture color, while enhancing the intricate carved acanthus leaf details. A beautiful one piece genuine hand-polished marble counter top completes the look for a sumptuous effect.

Please Note: Faucets are Not Included.

Features:
Fully assembled
White under mounted ceramic basins
White marble counter top
Four front drawers are functional
2 side compartments with half shelves for storage
Optional: Matching Backsplash
Backsplashes are optional, however, due to high freight damage occurrences we only ship backsplash with a vanity. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded
Faucets are not included",,,1,Taxable Goods,"Catalog, Search","1,296.00",,,,"beckham-64""-antique-double-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLCF-3882W-AW-64;specifications=Specifications
Vanity Dimensions:
Width: 64.00""
Height: 36.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLCF-3882W-AW-64_1.jpg;NLCF-3882W-AW-64_2.jpg;NLCF-3882W-AW-64_3.jpg;NLCF-3882W-AW-64_4.jpg;NLCF-3882W-AW-64_5.jpg;NLCF-3882W-AW-64_6.jpg,,,,,,,,,,,,,,,,
NLHF3305WLT,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Spencer 27"" Antique Single Sink Bathroom Vanity in Cream","
The distinctive and tasteful presence of the traditional Spencer bathroom sink vanity was crafted to compliment any bathroom décor. The subtle and luxurious acanthus leaf details compliment the hand-carved leg posts and serve as refreshing details to this space-enhancing and practical bathroom sink vanity. The polished white marble counter top completes this truly eye-catching, final touch to your bathroom décor.

The marble counter top is made of the highest quality to be durable and long-lasting, and to resist the effects of prolonged exposure to humid conditions.

Please Note: Faucet and Backsplash are Not Included.

Features:
White marble counter top
White under mount porcelain basin
Countertop is pre-drilled for an 8-inch, wide-spread faucet
Please Note: Faucet and Backsplash are Not Included",,,1,Taxable Goods,"Catalog, Search",669.00,,,,"spencer-27""-antique-single-sink-bathroom-vanity-in-cream",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLHF3305WLT;specifications=Specifications
Vanity Dimensions:
Width: 27.00""
Height: 33.50""
Depth: 21.50""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLHF3305WLT_1.jpg;NLHF3305WLT_2.jpg,,,,,,,,,,,,,,,,
NLCF-3882W-AW-72,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Beckham 72"" Antique Double Sink Bathroom Vanity","
The amazing antique white finish Beckham double vanity will give your bathroom a striking upscale appearance. This piece is carefully handcrafted of sturdy wood. A smooth, hand painted multiple coating finish glorify the texture color, while enhancing the intricate carved acanthus leaf details. A beautiful one piece genuine hand-polished marble counter top completes the look for a sumptuous effect.

Features:
Fully assembled
White marble counter top (one large genuine piece)
White under mount porcelain basin
4 functional center drawers with metal slides
2 side compartments with half- shelf for storage
Faucets are not included",,,1,Taxable Goods,"Catalog, Search","1,619.00",,,,"beckham-72""-antique-double-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLCF-3882W-AW-72;specifications=Specifications
Vanity Dimensions:
Width: 72.00""
Height: 36.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLCF-3882W-AW-72_1.jpg;NLCF-3882W-AW-72_2.jpg;NLCF-3882W-AW-72_3.jpg;NLCF-3882W-AW-72_4.jpg,,,,,,,,,,,,,,,,
NL-HF085,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Kendall 60"" Transitional Double Sink Bathroom Vanity in White","
This 60"" Double sink vanity will be the keystone of your master bath. The strong, authentic design commands attention and speaks volumes about your elegant taste. The exceptional detailing and solid marble countertop are hand made. Vanity cabinet is all wood construction.

Features:
Fully assembled by the manufacturer, with countertop & sinks pre-installed
Italian Carrara marble counter top; double-thick beveled edges
White under mounted rectangle ceramic basin
Two (2) front doors with ample storage space
All center column drawers are functional with metal slides tracks for smooth closing
Nature color drawer interior
Optional: Matching Backsplash
Backsplashes are optional, however, due to high freight damage occurrences we only ship backsplash with a vanity. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded
Faucets are not included",,,1,Taxable Goods,"Catalog, Search","1,459.00",,,,"kendall-60""-transitional-double-sink-bathroom-vanity-in-white",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-HF085;specifications=Specifications
Vanity Dimensions:
Width: 60.00""
Height: 36.00""
Depth: 22.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-HF085_1.jpg;NL-HF085_2.jpg,,,,,,,,,,,,,,,,
NL-BWV047W,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Debellis 24"" Antique Single Sink Bathroom Vanity in Brown","
The Debellis sink vanity is great for any powder room. This piece is carefully handcrafted of sturdy wood. A smooth, rich finish brings out the luster of the wood, while enhancing the intricate carved acanthus leaf details. This vanity will give your bathroom an upscale of beauty and luxury appearance.

Please Note: Faucet is Not Included.
Features:
White marble top is made of the highest quality that will resist prolonged exposure to humid conditions and long life durability
Fully assembled by the manufacturer, with counter top & sinks pre-installed
White marble counter top
White under mounted ceramic sinks
One (1) front door. Half shelves with ample storage space
Optional: Matching Mirror
Optional: Matching Backsplash
Backsplashes are optional, however, due to high freight damage occurrences we only ship backsplash with a vanity. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded.
Faucet is not included",,,1,Taxable Goods,"Catalog, Search",689.00,,,,"debellis-24""-antique-single-sink-bathroom-vanity-in-brown",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-BWV047W;specifications=Specifications
Vanity Dimensions:
Width: 24.00""
Height: 34.00""
Depth: 21.75""
Mirror Dimensions:
Width: 22.00""
Height: 28.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-BWV047W_1.jpg;NL-BWV047W_2.jpg,,,,,,,,,,,,,,,,
NLYR3028Q60S,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Kalani 50"" Traditional Single Sink Bathroom Vanity in White","
Introducing a whole new series of bathroom vanity to our Benton Collection, evolving from the cottage look to the modern contemporary, it is the concepts behind the Kalani models. This all wood bathroom vanity set includes a premium white cabinet with soft closing doors & Drawers, authentic Italian Carrara marble counter top with stunning double-thick beveled edges and white under mount ceramic sink adds a great contrast.

Please Note: Faucet and Backsplash are Not Included.
Features:
Fully assembled by the manufacturer, with counter top & sinks pre-installed.
Italian Carrara marble top (Genuine) double-thick beveled edgesunder mounted rectangle white ceramic sink.
Three pre-drilled faucet holes for standard 3hole 8"" Spread faucet
Single sink bathroom vanity with two doors & drawers.
Hardwood frame and legs
Brushed nickel Hardware
Faucet and backsplash are not included",,,1,Taxable Goods,"Catalog, Search","1,320.00",,,,"kalani-50""-traditional-single-sink-bathroom-vanity-in-white",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLYR3028Q60S;specifications=Specifications
Vanity Dimensions:
Width: 50.00""
Height: 35.00""
Depth: 23.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLYR3028Q60S_1.jpg;NLYR3028Q60S_2.jpg,,,,,,,,,,,,,,,,
NL-GD-1522BU-48,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Knoxville 48"" Traditional Single Sink Bathroom Vanity in Blue","
The Victorian cottage style Knoxville series was create with inspiration by Victorian residential architect George Franklin Barber. These alternately quiet but rowdy design Knoxville vanity will add casual elegance to any bathroom decor. Cabinet includes ample storage space to meet the needs of a master bath. Made of eco-conscious material.
Features:
Fully assembled by manufacturer, sink and counter top pre-installed
White marble counter top (one large genuine)
White under mount porcelain sink
Soft-closing hinges on our doors with Large storage compartment
Back panel pre-cut opening for easy plumbing access
4 drawers with full-extension ball bearing drawer glides.
Materials: Solid Wood Structure & CARB Ph2 Certified Panels
Countertop is predrilled for an 8"" wide-spread faucet
Faucet is not included
Optional: Matching Backsplash
Please Note: if you purchase a backsplash and it arrives broken, it will not be replaced, you will be refunded for the cost of the backsplash",,,1,Taxable Goods,"Catalog, Search","1,035.00",,,,"knoxville-48""-traditional-single-sink-bathroom-vanity-in-blue",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-GD-1522BU-48;specifications=Specifications
Vanity Dimensions:
Width: 48.00""
Height: 35.00""
Depth: 22.00""
Mirror Dimensions:
Width: 34.00""
Height: 40.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-GD-1522BU-48_1.jpg;NL-GD-1522BU-48_2.jpg,,,,,,,,,,,,,,,,
NLHF3305WAW,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Spencer 27"" Antique Single Sink Bathroom Vanity in White","
The luscious, all-white Spencer sink vanity is ideal for those seeking to furnish their bathroom with an elegant, yet non-intrusive piece. Crafted with refined edges and intricate, hand-carved flourishing, the Spencer sink vanity is both stunning and durable. The polished white marble counter top sharply compliments the refreshing white wood finish. The Spencer sink vanity is sure to transform any compact bathroom into a space of luxury.

The white marble counter top is made of the highest quality to be durable and long-lasting, and to resist the effects of prolonged exposure to humid conditions.
Features:
White marble counter top
White under mount porcelain basin
Countertop is pre-drilled for an 8-inch, wide-spread faucet
Please Note: Faucet and Backsplash are Not Included",,,1,Taxable Goods,"Catalog, Search",669.00,,,,"spencer-27""-antique-single-sink-bathroom-vanity-in-white",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NLHF3305WAW;specifications=Specifications
Vanity Dimensions:
Width: 27.00""
Height: 33.50""
Depth: 21.50""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NLHF3305WAW_1.jpg;NLHF3305WAW_2.jpg,,,,,,,,,,,,,,,,
NL-HF036XLW-AW,,Default,simple,Default Category/Brands;Default Category/Brands/Chans Furniture,base,"Florence 62"" Antique Double Sink Bathroom Vanity","
The beautiful Florence sink vanity is a great addition to your bathroom. Crafted with great decorative scrolling and leaf design and carved turned legs and it's beautiful antique white finish and antique brass hardware this vanity is designed with style and beauty. Imagine the transformation of your home and bathroom decor with the lovely addition of the elegant and luxurious Florence bathroom sink vanity.
Features:
The marble counter top is made of the highest quality to be durable and long-lasting, and to resist the effects of prolonged exposure to humid conditions.
Fully assembled
White marble counter top (one large genuine piece)
White under mount porcelain basin
4 functional center drawers
2 side compartment with half- shelf for storage
Optional: Matching backsplash
Backsplashes are optional, however, due to high freight damage occurrences we only ship backsplash with a vanity. In the event that the backsplash is received damaged or broken, it will not be replaced only refunded.
Faucets are not included",,,1,Taxable Goods,"Catalog, Search","1,359.00",,,,"florence-62""-antique-double-sink-bathroom-vanity",,,,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,,TY-650PW_1.jpg,"10/20/19, 4:50 AM","10/20/19, 4:50 AM",10/20/2019,10/21/2019,Block after Info Column,,,,Use config,,,,,3 columns,,Use config,,"brand=Chans Furniture;coming_soon=NO;model=NL-HF036XLW-AW;specifications=Specifications
Vanity Dimensions:
Width: 62.50""
Height: 36.00""
Depth: 23.00""",22,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,NL-HF036XLW-AW_1.jpg;NL-HF036XLW-AW_2.jpg,,,,,,,,,,,,,,,,
